GC	start	end	Chromosome	type	Entrezgene
53.56	139475533	139482935	5	protein_coding	340061
59.43	133532164	133575519	9	protein_coding	9719
41.16	50719763	50831162	14	protein_coding	51199
48.40	34751032	34754998	15	protein_coding	57369
47.29	34790107	34795589	15	protein_coding	70
40.84	20217536	20221702	7	lncRNA	100506098
46.86	226360210	226408154	1	protein_coding	142
37.52	34851782	34969742	15	protein_coding	9716
46.53	2621911	2634622	6	lncRNA	154386
40.19	105136308	105199559	6	lncRNA	154442
47.70	87151419	87152420	7	lncRNA	101927420
57.02	101299558	101301346	7	lncRNA	101927721
49.40	122303658	122310119	7	lncRNA	154860
56.35	133663560	133739955	9	protein_coding	1757
63.87	17706094	17707344	6	lncRNA	105374952
39.25	32254640	32407763	6	lncRNA	414764
58.20	139647299	139683882	5	protein_coding	51523
45.94	110614027	110663431	12	protein_coding	79600
62.29	126982693	127037389	3	protein_coding	5361
43.91	48924547	48927454	7	protein_coding	168448
63.41	1530702	1543043	7	protein_coding	7975
39.61	113616927	113650090	6	lncRNA	101927686
41.20	6346465	6622771	6	lncRNA	285780
62.84	1542235	1560821	7	protein_coding	202915
68.22	139648999	139649728	5	lncRNA	111082989
44.35	139526431	139628434	5	protein_coding	7322
60.30	29614756	29622912	17	protein_coding	84940
57.99	170147195	170150941	6	lncRNA	101929614
47.35	167784537	167796872	6	lncRNA	26238
52.18	167751303	167752105	6	lncRNA	107986547
37.91	34978341	34988287	15	protein_coding	54989
38.52	142596393	142713664	3	protein_coding	5357
47.91	176645	205519	6	lncRNA	285766
43.29	54135241	54148514	8	protein_coding	29088
57.73	1567332	1571005	7	protein_coding	84262
43.51	39581079	39599466	15	protein_coding	7057
39.24	72214953	72321717	5	protein_coding	23107
55.65	1665745	1747946	7	protein_coding	392617
39.08	102913000	102945111	7	protein_coding	10234
50.44	43931572	44074655	6	lncRNA	101929705
49.67	161197104	161214723	1	protein_coding	4720
38.59	39588357	39782841	15	protein_coding	161835
59.75	67842320	67844195	16	protein_coding	57215
37.70	102748971	102809225	7	protein_coding	222234
57.30	67873052	67884499	16	protein_coding	23644
36.84	132954257	133107410	6	lncRNA	285735
40.81	39799008	39920936	15	protein_coding	11245
69.23	11611305	11612227	10	lncRNA	107984208
47.51	11742366	11764070	10	protein_coding	79746
43.58	132120861	132481095	8	protein_coding	3786
41.70	40977715	40987135	17	protein_coding	125115
41.23	39921042	39925880	15	lncRNA	100505534
40.18	39934115	40035591	15	protein_coding	440275
59.21	100483927	100494802	7	protein_coding	222950
46.43	11823339	11872277	10	protein_coding	254427
42.97	58148384	58159585	17	protein_coding	26689
45.66	15627960	15684311	17	protein_coding	10626
40.92	142815922	142889206	3	protein_coding	26577
56.31	133761894	133992604	9	protein_coding	7410
50.58	11849608	11894700	10	lncRNA	219731
40.32	137657998	137763984	6	lncRNA	102723649
40.23	11920022	12043170	10	protein_coding	26019
49.83	100539203	100568220	7	protein_coding	3268
45.18	158869848	158919105	6	lncRNA	100130967
42.44	132507962	132565246	8	lncRNA	93668
34.75	113868013	113873390	6	lncRNA	285758
35.46	78675743	78805523	8	protein_coding	3574
39.96	53616471	53707024	6	lncRNA	101927171
42.85	30286690	30327382	6	lncRNA	414777
68.08	100572228	100573900	7	protein_coding	100316904
41.68	142949164	142963674	3	protein_coding	344838
36.33	30638580	30646064	8	protein_coding	100507341
53.99	100583982	100601117	7	protein_coding	26261
43.30	40035690	40039181	15	protein_coding	6727
55.53	67884885	67888855	16	protein_coding	123904
36.81	132654446	132679794	3	protein_coding	79876
37.94	31639222	32855666	8	protein_coding	3084
46.22	12068954	12123221	10	protein_coding	55526
52.30	67893254	67929676	16	protein_coding	5681
38.91	48408313	48645721	15	protein_coding	2200
59.71	67927640	67932365	16	protein_coding	1506
53.08	134025481	134034666	9	protein_coding	266655
57.61	134030305	134068535	9	protein_coding	8019
39.97	15699577	15720787	17	protein_coding	57335
43.14	12129637	12169961	10	protein_coding	55176
37.11	90316503	90321304	7	protein_coding	107986818
62.06	67934506	67936864	16	protein_coding	5699
45.22	99325898	99366262	7	protein_coding	10552
49.36	9649433	9702393	3	protein_coding	64419
38.64	128269237	128288829	4	protein_coding	10424
61.63	134054290	134058805	9	lncRNA	100130548
55.32	134135365	134159968	9	protein_coding	11091
40.23	128292751	128519398	4	lncRNA	100507487
39.10	128061286	128222931	4	protein_coding	55132
58.67	67939750	67944131	16	protein_coding	3931
50.00	134164439	134164564	9	snRNA	100151684
55.99	99374249	99394816	7	protein_coding	10095
47.92	49184686	49189080	12	protein_coding	7846
38.12	61330717	61453030	9	protein_coding	100289279
38.12	61330717	61453030	9	protein_coding	79937
53.14	127815013	127854658	9	protein_coding	2022
37.48	135497422	135828703	6	lncRNA	100131814
48.92	49292631	49324576	12	lncRNA	101927267
57.11	67975663	67980549	16	protein_coding	64180
53.10	49323236	49331731	12	protein_coding	10024
37.38	95391366	95450454	5	protein_coding	153643
42.75	27694026	27713706	6	lncRNA	100507173
46.41	45510914	45542732	1	protein_coding	5052
36.84	12130760	12130816	10	miRNA	100616488
54.36	67987394	68000586	16	protein_coding	64174
44.18	12165330	12195891	10	protein_coding	11164
36.73	95555101	95605102	5	protein_coding	153642
42.90	45583846	45618904	1	protein_coding	4678
64.45	95620087	95622142	5	protein_coding	285601
42.83	14581792	14616180	5	protein_coding	54491
35.50	97283303	98400869	6	lncRNA	101927314
41.25	80608623	80622524	5	lncRNA	103689917
48.49	67987746	68079320	16	protein_coding	54920
56.54	15732247	15746162	17	protein_coding	353149
37.46	55738017	55817157	5	protein_coding	54514
42.91	12195965	12250589	10	protein_coding	8872
47.89	92613183	92670131	9	protein_coding	64768
53.84	99392048	99408597	7	protein_coding	11333
45.07	63042620	63071915	15	protein_coding	7168
48.46	99408641	99419616	7	protein_coding	8896
40.69	94176494	94259545	9	lncRNA	158257
59.33	35605262	35610041	9	protein_coding	7016
41.26	35543985	35560819	17	protein_coding	342618
35.42	98130721	98138548	3	protein_coding	26341
36.08	98147479	98156614	3	protein_coding	403273
35.34	98263252	98265356	3	protein_coding	79295
46.39	35573657	35573753	17	snoRNA	692076
47.80	169790037	169802873	6	lncRNA	80069
48.03	30906344	30959322	17	protein_coding	55803
51.62	9731729	9748019	3	protein_coding	7862
59.48	49332409	49337188	12	protein_coding	338761
41.00	16276871	16295858	10	lncRNA	102724039
46.84	49346888	49357546	12	protein_coding	79962
58.85	100428322	100434126	7	protein_coding	56257
52.66	170166228	170262733	6	lncRNA	154449
37.21	8435568	9294133	6	lncRNA	100506207
40.89	16436943	16513745	10	protein_coding	9317
67.44	113291523	113291608	12	miRNA	102465457
51.12	113358566	113391629	12	protein_coding	196463
47.44	100397577	100434107	7	protein_coding	56257
39.69	4680171	4697854	11	protein_coding	81285
38.87	168863770	169010275	4	protein_coding	84869
44.75	16513734	16521879	10	protein_coding	389941
36.43	59919713	60066817	14	protein_coding	341883
38.68	41006999	41074957	9	lncRNA	595135
39.17	124012997	124018732	11	protein_coding	390264
41.14	16590611	16817463	10	protein_coding	6251
58.00	100463359	100479232	7	protein_coding	81628
39.61	18468336	18526951	11	protein_coding	7251
50.05	113392445	113426301	12	protein_coding	10993
47.81	41100793	41119909	9	lncRNA	440896
39.87	168497052	168928457	4	protein_coding	23022
45.13	150433654	150448141	7	lncRNA	285972
58.83	41126435	41128681	9	protein_coding	653404
36.14	41131306	41199261	9	protein_coding	644019
53.81	75395063	75410996	7	protein_coding	378108
53.81	75395063	75410996	7	protein_coding	375593
65.23	1267471	1270260	19	lncRNA	148046
50.84	113422380	113438276	12	protein_coding	113675
63.36	1275530	1279244	19	protein_coding	55009
54.45	6496778	6551461	7	protein_coding	392862
61.58	12884422	12887201	19	protein_coding	10661
41.29	16817699	16821207	10	lncRNA	105376435
42.13	55851357	55922854	5	protein_coding	133396
52.37	44370165	44386493	10	protein_coding	6387
55.31	12995475	13098796	19	protein_coding	4784
46.14	30970984	30999911	17	protein_coding	84282
43.39	113313222	113340298	9	protein_coding	114987
60.22	100143957	100159645	14	protein_coding	123099
44.94	103333544	103345025	14	protein_coding	1983
60.88	113462033	113472280	12	protein_coding	64211
40.83	18529609	18588747	11	protein_coding	55293
43.90	49679651	49710261	10	protein_coding	282966
40.87	68341107	68407294	10	protein_coding	55680
50.08	68013436	68015911	16	protein_coding	100131303
45.91	14742533	14765462	16	protein_coding	642799
49.93	113298759	113359493	12	protein_coding	80024
46.73	130053426	130140169	9	protein_coding	57720
47.01	6577434	6589374	7	protein_coding	55146
52.63	31094350	31094425	17	miRNA	100616266
37.68	68974488	69060949	17	protein_coding	10350
45.54	14833721	14896157	16	protein_coding	23420
58.10	45620044	45624057	1	protein_coding	149483
42.34	45388561	45554726	3	protein_coding	23395
42.26	68414064	68472121	10	protein_coding	1763
39.95	185500660	185535507	4	protein_coding	27295
42.96	106705328	106788148	6	lncRNA	100422737
41.19	45627304	45688113	1	protein_coding	60313
36.30	69078702	69141895	17	protein_coding	23460
44.83	132375548	132406851	9	protein_coding	7270
46.01	55973913	55996683	12	protein_coding	5869
53.10	6590021	6608726	7	protein_coding	79034
57.82	24052009	24069729	14	protein_coding	90668
44.43	159051674	159121506	6	lncRNA	112267968
44.05	14901508	14901591	16	miRNA	100422960
63.06	88453280	88537031	16	protein_coding	161882
35.70	76774966	77097788	6	lncRNA	105377862
40.65	154510770	154522307	6	lncRNA	101928868
49.16	132410043	132573319	9	protein_coding	389799
43.38	68477998	68527523	10	protein_coding	8034
43.75	45688181	45694436	1	protein_coding	51249
44.35	69099542	69099656	17	miRNA	100847008
43.48	69099564	69099632	17	miRNA	100616316
40.98	69232963	69235012	17	TEC	100133319
36.92	64207203	64220290	7	protein_coding	730291
36.13	69147214	69244846	17	protein_coding	10349
67.54	88468918	88469031	16	miRNA	100847057
60.50	88512960	88531053	16	lncRNA	100128882
45.63	22725884	22732002	7	protein_coding	3569
51.74	88570403	88631964	16	protein_coding	124245
52.30	153959099	153968184	1	protein_coding	27173
41.92	18606403	18634791	11	protein_coding	144108
36.92	139976352	140093724	6	lncRNA	100507477
58.32	132582606	132590252	9	protein_coding	56751
42.16	68560337	68694487	10	protein_coding	80312
37.44	55935095	55995022	5	protein_coding	3572
62.71	136673143	136687457	9	protein_coding	10555
52.21	55997180	56006641	12	protein_coding	6821
67.58	2883213	2885775	11	protein_coding	1028
38.17	23739195	23758891	19	protein_coding	148213
59.08	105879976	105932642	14	lncRNA	9834
38.81	68755172	68755238	10	snoRNA	692211
37.95	71062667	71572087	4	protein_coding	8671
40.56	70147289	70170523	10	protein_coding	56681
38.87	67407810	67430415	1	protein_coding	26135
44.19	5451683	5458075	6	lncRNA	101927972
41.83	111483459	111598783	6	lncRNA	643749
48.33	105969729	105972269	14	lncRNA	8755
40.80	43880811	43920274	11	protein_coding	221120
44.84	20582892	20609884	14	protein_coding	122651
37.98	23919081	23958035	19	lncRNA	100505851
58.94	136721366	136728184	9	lncRNA	84973
66.73	100888721	100889715	7	protein_coding	402682
52.47	35704558	35717038	19	protein_coding	27033
40.00	24936045	24950493	6	lncRNA	105374981
37.36	63805797	63822699	6	lncRNA	112935969
40.39	43608456	43729717	7	protein_coding	55744
43.61	4341751	4347162	6	lncRNA	101927888
64.15	88638572	88640468	16	protein_coding	27189
45.52	58633967	58648321	14	protein_coding	51339
43.24	132891348	132946874	9	protein_coding	7248
46.55	45555394	45686341	3	protein_coding	8994
45.74	56810077	56840728	19	protein_coding	5178
61.74	88643275	88651083	16	protein_coding	1535
49.87	36673621	36675126	6	lncRNA	101154753
51.68	36740775	36839444	6	protein_coding	57699
51.37	71964395	72013558	10	protein_coding	9469
55.97	72059034	72089032	10	protein_coding	9806
68.01	101560139	101563452	14	protein_coding	1735
46.69	46201711	46208313	3	protein_coding	1230
48.11	56007659	56038435	12	protein_coding	64375
44.09	46353864	46360940	3	protein_coding	729230
45.42	46407166	46412997	3	protein_coding	9034
40.54	43909289	43920944	11	lncRNA	100507300
40.26	96797304	96954846	14	protein_coding	7443
46.61	35083410	35085295	15	protein_coding	388112
36.15	66924895	66988619	1	protein_coding	57708
40.50	42273201	42353666	15	protein_coding	2595
48.30	48088628	48108736	7	protein_coding	7378
50.42	46416524	46423591	3	lncRNA	105377068
42.45	46612525	46626543	3	protein_coding	100132146
41.33	72096032	72217134	10	protein_coding	51008
47.51	44047981	44059977	11	protein_coding	390110
41.31	46130890	46266706	3	protein_coding	1232
43.37	149243299	149257551	6	lncRNA	105378049
39.13	149400262	149401278	6	protein_coding	387082
50.14	149446795	149485014	6	protein_coding	340152
59.29	88651935	88663161	16	protein_coding	4597
47.33	56041351	56044697	12	protein_coding	6231
46.95	46435645	46485234	3	protein_coding	4057
57.99	7380534	7389774	17	protein_coding	8711
49.01	44065925	44084237	11	protein_coding	84680
38.87	149218641	149411613	6	protein_coding	23118
36.00	127288712	127343609	6	protein_coding	55862
46.13	56104537	56113910	12	protein_coding	5036
66.00	105489855	105499575	14	protein_coding	283643
39.03	99104038	99154192	9	protein_coding	7046
53.42	25345402	25345474	8	miRNA	102465527
39.76	25419258	25424654	8	protein_coding	2796
52.82	44260440	44310139	11	protein_coding	60529
57.19	88677688	88686507	16	protein_coding	333929
37.30	25427847	25458476	8	protein_coding	54793
40.51	44095648	44251962	11	protein_coding	2132
62.55	88696499	88706408	16	protein_coding	115992
37.93	35410922	35433283	17	protein_coding	55106
39.52	109015135	109119947	9	protein_coding	23731
40.62	33904308	34156427	7	protein_coding	168667
41.71	35435096	35448837	17	protein_coding	146857
46.23	56116590	56117967	12	protein_coding	6171
60.90	88706483	88715396	16	protein_coding	348180
45.23	109171974	109321059	9	protein_coding	54566
50.49	56118250	56144674	12	protein_coding	23344
39.63	25459199	25507911	8	protein_coding	157313
54.66	102230189	102241512	10	protein_coding	5309
51.60	102449816	102461106	10	lncRNA	100505761
50.91	119029714	119033730	10	protein_coding	340719
39.26	35350305	35373701	17	protein_coding	91607
42.33	34998101	35048135	5	protein_coding	64902
41.68	119033670	119080817	10	protein_coding	8661
37.03	56840866	56848556	19	lncRNA	100073347
43.27	56774547	56840731	19	protein_coding	23619
41.82	38540567	38620596	9	protein_coding	100289137
41.82	38540567	38620596	9	protein_coding	253650
37.01	18391282	18401218	8	protein_coding	10
39.94	18527303	19084730	8	protein_coding	23362
63.26	35657754	35658017	9	ribozyme	6023
47.49	95442980	95517057	9	protein_coding	5727
56.43	150400702	150412470	7	protein_coding	728743
36.75	159103013	159360174	4	protein_coding	9693
38.49	94311138	94347063	7	lncRNA	107986821
37.38	94394895	94431227	7	protein_coding	1278
51.41	41436154	41440983	17	protein_coding	8687
32.81	119060011	119060138	10	snoRNA	641451
45.15	119104086	119137984	10	protein_coding	404636
51.32	41459513	41467386	17	protein_coding	3882
52.21	8318114	8344167	1	protein_coding	50651
48.59	56118260	56127514	12	protein_coding	84872
53.52	41486136	41492546	17	protein_coding	8689
51.03	42173364	42181338	6	protein_coding	2978
39.63	10980759	11044305	6	protein_coding	54898
41.86	11043482	11079154	6	lncRNA	100506409
52.54	20664014	20718017	1	protein_coding	57576
39.49	21667886	21673818	14	protein_coding	26687
60.77	104724174	104747325	14	protein_coding	122622
51.25	56158346	56163496	12	protein_coding	4637
42.31	11093834	11138733	6	protein_coding	221710
54.10	41500981	41505705	17	protein_coding	3860
46.96	11102489	11111725	6	protein_coding	405754
51.86	46494611	46500950	3	protein_coding	83597
39.57	25652201	25701783	6	protein_coding	10590
39.29	34929559	34958964	5	protein_coding	134218
43.18	46515385	46606948	3	protein_coding	79442
71.67	88716278	88716337	16	miRNA	100616167
64.29	88742767	88745748	16	lncRNA	339059
40.54	36687612	36727701	19	protein_coding	163081
46.01	14632931	14669236	16	protein_coding	51283
41.25	25723397	25726562	6	protein_coding	221613
47.45	25726777	25727345	6	protein_coding	255626
51.39	39048781	39091303	6	protein_coding	2740
47.86	119140767	119165714	10	protein_coding	119559
59.82	35717973	35738880	19	protein_coding	9757
41.98	39104063	39115193	6	protein_coding	55776
51.65	9933793	9945413	3	protein_coding	78987
55.45	41513745	41522529	17	protein_coding	3866
51.97	39188971	39229475	6	protein_coding	8645
54.75	33794673	33804003	6	protein_coding	4295
47.68	14672548	14694308	16	protein_coding	100652777
47.68	14672548	14694308	16	protein_coding	8399
46.78	42359498	42412949	15	protein_coding	825
