"peak","THL60-Rep1","THL60-Rep2","THL60-Rep3","T3h-Neu-Rep1","T3h-Neu-Rep2","T3h-Neu-Rep3","T6h-Neu-Rep1","T6h-Neu-Rep2","T6h-Neu-Rep3","T12h-Neu-Rep1","T12h-Neu-Rep2","T12h-Neu-Rep3"
"chr19_4669690_4670564",16,11,8,4,14,18,9,16,4,3,1,25
"chr19_4723462_4724221",24,18,9,4,18,36,16,35,8,4,0,42
"chr19_4791154_4791838",78,59,26,11,45,64,49,73,13,11,3,113
"chr19_4818110_4818609",2,0,0,5,10,10,1,6,0,1,0,8
"chr19_4909645_4910442",14,11,9,4,12,27,10,24,2,4,1,23
"chr19_4968461_4969206",51,58,32,9,39,53,41,74,12,16,4,110
"chr19_5139079_5139619",20,13,7,2,11,17,8,17,3,1,1,28
"chr19_5622478_5623329",91,72,48,9,27,46,51,77,15,15,5,130
"chr19_5680321_5681268",47,30,23,6,28,38,28,42,9,12,6,83
"chr19_5686720_5687561",28,18,9,6,16,34,25,30,5,7,2,51
"chr19_5689884_5690486",19,11,8,1,13,21,10,20,4,1,1,32
"chr19_5719864_5720857",110,71,40,8,39,69,50,88,13,19,5,153
"chr19_5790430_5791447",43,29,23,8,29,44,29,46,7,7,4,75
"chr19_5827672_5828507",35,35,14,8,21,38,28,46,5,4,2,57
"chr19_5903839_5904953",130,112,47,20,68,99,72,148,24,20,9,184
"chr19_5977836_5978552",40,21,14,4,15,36,18,33,6,5,2,53
"chr19_6110398_6111043",42,30,15,5,28,44,29,53,6,5,3,43
"chr19_6199240_6200113",43,32,12,4,16,23,21,32,4,9,3,47
"chr19_6279840_6280362",6,6,4,5,9,12,7,12,4,1,2,19
"chr19_6372350_6373791",73,39,27,17,38,60,43,81,9,20,2,105
"chr19_6392863_6394025",32,21,10,5,14,37,16,31,6,4,3,44
"chr19_6424690_6425472",90,58,29,17,59,83,57,113,10,17,6,145
"chr19_6459942_6460795",24,21,10,6,21,36,14,33,4,7,2,42
"chr19_6515959_6517260",23,13,9,5,16,27,11,24,5,2,1,41
"chr19_6530616_6531413",18,15,8,5,12,29,9,25,3,5,1,36
"chr19_6737316_6738184",63,43,24,10,39,56,39,56,7,11,4,87
"chr19_6753289_6754120",19,16,9,5,17,24,9,25,4,4,1,27
"chr19_6801364_6802220",14,13,7,6,14,20,9,17,3,4,2,27
"chr19_7069061_7069955",38,25,14,4,24,42,23,40,8,5,3,59
"chr19_7098761_7099737",31,17,9,6,25,33,15,34,8,5,2,39
"chr19_7197795_7198713",16,15,8,7,17,25,7,21,3,4,2,32
"chr19_7348707_7349294",22,18,6,0,18,24,9,18,0,3,1,38
"chr19_7450425_7451322",4,6,2,0,18,34,4,9,1,5,4,41
"chr19_7491960_7492540",10,8,6,0,11,15,4,12,0,1,0,18
"chr19_7522189_7522855",23,15,10,1,14,19,10,19,0,5,2,35
"chr19_7535454_7536027",12,11,6,3,12,25,5,14,2,3,1,20
"chr19_7629108_7629991",23,12,8,2,23,44,24,28,0,3,3,50
"chr19_7680413_7681019",11,9,6,0,8,16,5,12,0,1,2,14
"chr19_7829427_7830314",83,52,31,1,49,70,41,109,1,19,6,127
"chr19_7868776_7869926",26,34,12,5,16,33,14,40,2,6,3,53
"chr19_7903338_7904091",127,104,54,3,36,65,72,110,0,22,5,153
"chr19_7919953_7920793",22,14,16,2,17,19,14,23,1,6,1,41
"chr19_7920811_7921411",18,16,9,1,10,19,12,16,0,3,1,25
"chr19_7943503_7944171",40,31,13,3,31,46,18,43,0,9,2,72
"chr19_8050321_8051055",22,12,10,4,14,26,10,23,0,4,2,37
"chr19_8321070_8321698",13,9,5,3,13,21,13,15,1,3,2,26
"chr19_8389895_8390534",56,31,18,0,30,52,30,60,1,10,3,77
"chr19_8412937_8413622",19,16,6,0,19,21,16,31,0,5,1,36
"chr19_8444658_8445801",32,20,11,0,18,19,25,46,0,5,3,59
"chr19_8487295_8488002",16,11,11,0,13,22,7,20,0,8,1,30
"chr19_8513547_8514237",25,23,17,1,17,25,19,33,0,8,1,51
"chr19_8569139_8569702",10,7,6,0,14,14,8,14,0,3,1,28
"chr19_8640196_8640751",8,5,6,2,9,11,5,11,2,1,0,20
"chr19_8831976_8833182",59,40,18,0,31,48,31,62,1,7,4,78
"chr19_9309411_9310135",24,18,10,2,16,24,14,22,0,5,1,33
"chr19_9323827_9324468",32,19,12,1,13,22,17,26,0,4,2,33
"chr19_9768404_9769060",18,15,9,1,13,27,13,21,0,4,4,28
"chr19_9818837_9819882",68,43,29,2,36,54,38,84,1,13,5,102
"chr19_9827399_9828062",12,12,6,1,11,21,9,12,0,3,1,20
"chr19_9834625_9835515",36,26,18,2,23,39,31,46,0,11,2,70
"chr19_10095751_10096596",11,10,7,0,12,16,7,14,0,2,0,19
"chr19_10105713_10106627",17,14,10,1,13,31,12,19,0,3,0,30
"chr19_10119628_10120127",6,5,3,0,8,20,6,13,0,1,1,12
"chr19_10194263_10195322",49,28,13,1,18,34,18,35,2,9,3,54
"chr19_10251604_10252486",37,25,16,3,25,37,18,45,1,9,3,49
"chr19_10286563_10287381",11,8,7,0,15,17,5,14,0,4,1,24
"chr19_10332986_10333877",51,33,13,2,22,46,32,40,0,7,4,64
"chr19_10380342_10381001",36,23,13,2,20,46,21,45,0,7,3,64
"chr19_10403284_10404071",24,12,7,1,17,26,10,24,2,6,2,37
"chr19_10416455_10417100",27,14,7,0,15,31,12,19,0,2,2,42
"chr19_10424146_10424824",8,6,5,0,10,16,4,7,0,3,0,17
"chr19_10502491_10503067",13,14,6,1,12,19,10,18,0,4,0,33
"chr19_10565673_10566353",60,46,26,1,18,38,30,58,1,6,4,73
"chr19_10568689_10569600",40,40,26,1,34,46,28,47,0,8,2,82
"chr19_10653688_10654401",86,54,22,0,29,47,44,74,0,16,7,92
"chr19_10695659_10696214",10,8,6,1,10,19,6,15,0,1,1,19
"chr19_10717434_10718412",98,70,35,0,63,94,51,111,1,15,5,146
"chr19_10759508_10760125",10,10,8,0,11,20,5,13,0,2,0,16
"chr19_10835425_10836383",34,22,13,1,29,39,21,42,1,6,2,60
"chr19_10870708_10871621",32,24,12,1,21,32,20,41,0,5,3,46
"chr19_10928432_10929241",19,22,9,5,12,31,12,22,1,5,2,37
"chr19_10960415_10961188",45,38,19,0,22,33,34,56,0,11,1,67
"chr19_11089981_11090862",20,13,5,2,13,21,11,29,3,6,1,38
"chr19_11155596_11156226",26,22,13,1,27,40,21,35,0,7,1,57
"chr19_11293584_11294095",7,8,4,0,11,17,5,12,0,3,0,17
"chr19_11324066_11324776",22,19,7,2,17,24,10,20,0,4,3,34
"chr19_11346070_11346856",33,22,12,1,19,30,19,35,0,4,2,45
"chr19_11374362_11375351",59,42,18,4,34,59,32,72,1,15,3,98
"chr19_11380904_11382140",33,27,14,0,33,50,27,48,1,5,4,71
"chr19_11434739_11435797",93,64,38,7,49,79,48,97,3,20,7,142
"chr19_11504947_11506163",38,28,16,4,22,32,18,34,2,4,3,57
"chr19_11528849_11529470",15,10,5,1,12,22,9,14,1,4,1,30
"chr19_11559037_11559662",19,14,6,4,12,24,11,19,1,3,0,30
"chr19_11597075_11597729",24,13,9,1,17,26,11,18,0,3,1,32
"chr19_11738678_11739293",15,9,9,0,12,21,7,14,0,2,1,25
"chr19_11813829_11814469",10,9,6,0,14,16,6,13,0,3,1,22
"chr19_11924431_11925537",22,14,9,3,21,32,11,23,1,5,2,39
"chr19_12140169_12140748",7,6,4,0,11,18,4,13,0,6,2,16
"chr19_12162775_12163496",10,9,5,1,12,24,7,10,0,2,0,26
"chr19_12294221_12295235",15,9,4,0,11,20,7,18,0,5,2,33
"chr19_12400930_12401630",17,9,5,0,14,23,7,22,0,2,2,28
"chr19_12440559_12441334",20,18,8,2,21,29,15,20,0,4,2,38
"chr19_12550916_12551951",37,27,15,3,21,43,18,27,2,6,3,59
"chr19_12610569_12611271",17,15,10,0,24,30,11,18,0,9,1,44
"chr19_12681265_12682222",20,15,6,0,12,27,10,26,1,2,1,35
"chr19_12696300_12696954",21,11,6,2,15,17,9,17,0,9,1,32
"chr19_12722515_12723093",14,7,5,0,13,22,7,14,0,3,1,22
"chr19_12734256_12735052",22,15,11,0,12,21,12,25,1,7,2,41
"chr19_12736745_12737471",27,18,8,0,21,37,12,28,0,5,1,39
"chr19_12789757_12790360",33,35,19,0,20,37,25,56,0,11,1,68
"chr19_12793296_12794086",27,27,12,0,18,26,21,34,0,6,4,46
"chr19_12890581_12891296",27,19,14,0,22,41,16,37,0,7,2,46
"chr19_12919012_12919596",20,18,11,0,12,22,11,23,0,5,1,39
"chr19_12937968_12938792",53,39,24,1,39,51,39,68,0,13,5,98
"chr19_12945456_12946125",36,23,14,1,14,27,16,30,2,5,3,44
"chr19_13102645_13103314",19,17,9,0,14,28,6,19,0,4,2,38
"chr19_13104222_13104880",17,11,9,1,14,22,10,12,0,4,0,29
"chr19_13151605_13152292",31,23,11,2,12,21,14,22,0,5,3,45
"chr19_13152652_13153314",21,17,6,0,14,27,13,28,0,4,1,32
"chr19_13162528_13163457",12,14,5,3,11,23,7,15,3,4,1,24
"chr19_13731338_13731837",10,4,4,0,8,10,8,14,0,4,1,12
"chr19_13747432_13748103",21,15,9,0,19,38,14,28,0,6,1,44
"chr19_13774120_13774657",10,6,4,0,10,15,4,10,0,5,0,19
"chr19_13794890_13795553",24,19,10,0,16,26,12,33,0,6,2,33
"chr19_13846665_13847578",17,12,8,0,14,30,16,21,0,5,0,37
"chr19_13905809_13906442",11,10,6,4,9,21,6,14,6,3,0,27
"chr19_13952012_13952569",45,34,15,1,33,49,30,61,3,12,4,79
"chr19_13986268_13986871",14,11,8,3,12,22,7,18,0,3,1,29
"chr19_14005660_14006920",60,43,23,2,37,64,36,73,1,11,4,101
"chr19_14081130_14081835",47,40,13,1,15,44,27,33,0,11,1,63
"chr19_14090936_14091476",8,12,5,3,6,12,9,14,1,1,2,18
"chr19_14117545_14118199",29,22,11,2,23,32,21,40,1,5,1,58
"chr19_14136479_14137375",88,67,37,1,49,84,58,104,0,19,5,159
"chr19_14406005_14406562",8,4,4,0,16,15,7,13,0,4,1,20
"chr19_14419118_14419731",22,15,7,0,18,28,19,24,0,4,2,35
"chr19_14517780_14519025",86,70,38,1,38,59,53,99,2,14,7,99
"chr19_14529155_14529933",82,47,42,1,36,54,40,84,3,19,6,117
"chr19_14571703_14572397",10,11,6,3,13,28,10,13,2,2,1,30
"chr19_14689625_14690312",26,19,9,0,14,22,14,24,0,4,0,38
"chr19_15124598_15126142",78,56,32,3,35,61,39,71,0,8,4,96
"chr19_15367763_15368439",1,1,0,5,14,18,2,3,0,2,0,11
"chr19_15379076_15380166",68,53,29,3,27,63,41,74,3,10,3,108
"chr19_15418582_15419429",50,47,19,0,40,56,31,70,0,13,3,101
"chr19_15836636_15837370",31,24,10,0,18,34,11,29,0,4,1,40
"chr19_16076077_16076576",5,4,4,0,5,15,4,9,0,1,0,13
"chr19_16111244_16112066",79,54,30,5,33,56,50,89,1,15,4,101
"chr19_16139538_16140178",16,9,7,0,9,12,6,6,0,1,0,9
"chr19_16185011_16185607",22,18,8,2,10,27,10,24,1,6,0,30
"chr19_16197499_16198130",47,29,16,3,17,29,22,43,0,6,1,62
"chr19_16471709_16472485",26,19,9,2,17,18,11,28,0,6,0,33
"chr19_16495961_16496618",38,28,17,2,33,39,19,46,0,10,3,60
"chr19_16542017_16542804",36,24,19,0,16,25,22,31,0,9,2,51
"chr19_16571840_16572812",16,16,10,1,15,25,10,21,0,5,2,35
"chr19_16588227_16588893",9,11,4,0,11,18,3,8,0,3,0,23
"chr19_16628003_16629128",38,32,19,4,18,36,36,47,2,6,2,55
"chr19_16659661_16660520",52,32,22,2,23,46,32,41,0,10,2,74
"chr19_17074931_17075920",49,39,23,0,29,32,30,57,0,14,3,75
"chr19_17125639_17126239",13,5,6,1,17,25,5,20,2,3,0,19
"chr19_17215033_17215770",10,9,6,1,6,14,5,7,0,1,1,11
"chr19_17225992_17226777",39,28,15,1,23,40,27,40,0,9,5,75
"chr19_17266837_17267634",31,19,13,1,24,29,15,40,1,8,2,50
"chr19_17281504_17282033",7,5,4,2,8,13,6,5,0,2,1,14
"chr19_17305316_17305950",46,31,25,1,28,49,32,65,1,10,3,85
"chr19_17309094_17309700",27,15,11,1,23,29,17,31,0,4,3,48
"chr19_17337066_17337750",16,14,8,7,24,25,9,20,6,3,3,38
"chr19_17419662_17420207",33,19,14,1,15,29,24,39,1,7,1,39
"chr19_17511190_17512484",37,26,13,1,24,39,24,31,0,11,1,60
"chr19_17523051_17523704",10,9,5,1,9,18,4,9,1,2,3,22
"chr19_17555219_17556282",11,18,8,1,18,24,11,27,1,3,2,33
"chr19_17605752_17606762",24,18,10,1,14,29,17,25,0,6,1,46
"chr19_17747337_17748043",16,13,7,0,11,21,12,22,0,1,0,24
"chr19_17859443_17860073",46,25,15,1,23,54,28,48,0,8,4,75
"chr19_17932478_17933299",32,23,16,0,17,28,23,23,0,8,2,31
"chr19_17947178_17948218",32,21,10,4,14,21,20,24,1,5,1,42
"chr19_18152261_18153339",46,45,17,2,32,59,27,46,0,9,4,77
"chr19_18173324_18173877",6,7,5,1,7,14,4,8,0,1,1,12
"chr19_18192628_18193287",57,45,22,4,33,44,36,70,1,13,5,110
"chr19_18203803_18204538",72,58,30,2,31,59,34,75,1,15,6,100
"chr19_18224302_18224960",11,10,5,0,18,23,10,19,0,3,2,20
"chr19_18280151_18280650",22,18,9,1,7,14,9,21,0,5,1,30
"chr19_18281395_18282039",59,50,30,1,25,35,46,79,0,9,4,82
"chr19_18291486_18292728",21,12,14,1,13,24,12,19,1,3,1,37
"chr19_18322851_18323488",18,13,7,0,22,30,10,32,0,4,3,50
"chr19_18478790_18479349",10,10,6,0,9,16,5,16,0,1,2,18
"chr19_18521879_18522629",101,69,36,2,44,72,63,98,0,20,9,129
"chr19_18557453_18558029",10,7,9,2,10,17,5,15,1,4,0,23
"chr19_18571398_18572083",33,28,10,3,17,26,18,28,2,4,1,48
"chr19_18588346_18589391",23,20,13,4,21,37,13,25,0,5,1,42
"chr19_18636257_18637470",52,30,22,1,20,46,24,58,0,5,3,60
"chr19_18683078_18684074",29,19,10,1,12,16,18,17,1,4,1,27
"chr19_18831372_18832177",19,23,7,1,14,23,14,18,0,3,1,33
"chr19_18919250_18919883",38,33,24,0,33,51,29,50,0,11,2,78
"chr19_19033260_19034060",42,39,16,3,18,32,29,34,2,7,2,45
"chr19_19063336_19064090",49,32,24,0,33,48,33,66,0,15,2,76
"chr19_19138248_19138825",14,9,9,1,10,19,6,14,1,4,1,30
"chr19_19191866_19193062",41,28,18,2,24,35,26,37,2,9,2,56
"chr19_19203102_19203761",16,12,7,3,8,15,7,8,2,4,3,22
"chr19_19320289_19321095",22,23,13,1,23,33,8,23,0,5,3,41
"chr19_19385322_19386098",74,52,31,5,41,42,33,78,2,14,3,104
"chr19_19405105_19405975",31,26,15,3,13,26,18,27,1,9,2,43
"chr19_19489068_19489715",12,7,5,0,7,15,6,10,0,2,0,18
"chr19_19515894_19516515",15,7,5,3,9,20,6,12,4,1,1,23
"chr19_19548949_19549575",9,5,6,0,7,13,2,9,2,1,0,13
"chr19_19618462_19619100",16,14,6,1,10,21,10,22,2,3,1,26
"chr19_19643045_19643875",10,9,6,2,13,22,5,19,1,2,2,21
"chr19_19663395_19664187",44,40,14,1,19,39,21,43,1,6,1,58
"chr19_19668396_19669006",24,13,10,1,6,18,9,11,2,4,3,29
"chr19_19732451_19733453",32,24,10,0,15,32,13,29,0,8,1,39
"chr19_19776196_19776949",72,44,32,0,29,43,25,41,0,10,3,55
"chr19_19821249_19822033",26,22,13,0,12,28,14,15,0,3,2,31
"chr19_19865513_19866146",18,14,9,3,11,22,7,12,1,3,0,22
"chr19_20051933_20052529",36,20,9,1,14,23,9,11,0,2,2,29
"chr19_20565153_20566059",24,18,7,0,8,10,3,9,0,2,0,20
"chr19_21020229_21021161",16,9,5,0,6,11,5,15,0,2,0,11
"chr19_21329113_21329673",17,14,4,0,9,9,7,14,0,3,2,17
"chr19_21396741_21397409",19,11,4,0,8,12,8,15,0,4,1,20
"chr19_21505288_21506216",32,20,9,1,11,25,10,20,0,4,1,28
"chr19_21767057_21767793",14,10,5,1,4,5,2,5,0,1,0,9
"chr19_22052108_22052705",10,5,5,1,4,8,4,6,0,0,1,10
"chr19_23250056_23250779",33,20,10,2,12,20,8,13,0,7,2,37
"chr19_23273715_23274407",18,12,5,0,9,19,5,13,0,4,0,20
"chr19_23395007_23395859",35,17,12,0,7,26,9,18,1,3,1,31
"chr19_23686595_23687575",35,17,6,0,12,23,9,23,0,6,1,24
"chr19_23823944_23824466",18,9,8,0,7,18,5,14,0,3,1,22
"chr19_24033142_24034305",36,23,8,1,16,27,12,20,0,4,1,34
"chr19_27793102_27794231",48,34,24,4,27,45,17,31,3,6,2,59
"chr19_29212874_29213472",19,14,8,0,12,23,12,23,0,3,0,27
"chr19_29605995_29606576",21,8,8,1,10,13,7,21,0,2,1,23
"chr19_29811320_29811865",18,9,4,3,8,10,6,12,1,2,1,13
"chr19_29844331_29845440",35,21,18,0,21,32,21,36,0,8,4,61
"chr19_32345330_32346071",17,15,7,0,11,24,7,14,0,1,0,24
"chr19_32405177_32405889",27,25,10,0,18,29,17,31,0,8,1,49
"chr19_32421829_32422542",15,10,6,0,8,22,4,7,0,2,1,15
"chr19_32580812_32581633",17,17,7,3,12,23,14,26,1,1,1,32
"chr19_32674706_32675596",54,45,23,1,24,40,28,54,1,9,3,81
"chr19_32971810_32972385",28,32,14,1,35,41,20,43,0,9,4,59
"chr19_33080847_33081496",9,6,7,0,10,22,5,11,0,3,1,17
"chr19_33160426_33161110",8,6,4,1,11,15,4,11,0,1,1,14
"chr19_33176626_33177628",62,48,28,1,38,70,36,64,0,17,3,114
"chr19_33260581_33261306",21,21,14,0,21,27,8,23,0,5,0,32
"chr19_33302064_33302982",18,24,6,3,22,35,10,25,1,3,2,38
"chr19_33373275_33373998",15,17,8,2,21,34,16,32,0,3,2,39
"chr19_33795406_33796483",18,10,7,4,13,23,12,19,2,4,1,23
"chr19_33819675_33820725",31,23,12,2,22,36,14,34,0,8,2,48
"chr19_34359149_34359804",30,23,11,1,13,20,15,24,0,4,3,41
"chr19_34404090_34404708",15,9,6,1,9,23,5,20,0,4,0,23
"chr19_34677049_34677984",40,23,14,2,19,32,15,32,0,6,0,51
"chr19_34733347_34734582",28,19,12,0,19,40,13,32,0,7,3,45
"chr19_34772934_34773544",15,10,5,1,10,22,7,15,0,3,2,17
"chr19_35545211_35545851",11,12,5,1,9,17,6,9,1,2,0,25
"chr19_35628631_35629303",29,20,14,5,24,43,20,33,2,5,2,55
"chr19_35644273_35644794",14,11,7,1,9,14,9,22,0,2,3,25
"chr19_35647913_35648477",9,9,6,0,9,18,3,13,0,4,0,17
"chr19_35702188_35702818",14,9,5,0,11,19,7,18,0,5,1,22
"chr19_35716921_35717989",41,44,22,2,27,45,28,52,0,8,2,82
"chr19_35740178_35741047",29,23,13,2,28,36,14,31,0,6,4,54
"chr19_35745204_35745703",22,14,5,1,11,16,8,16,1,1,1,26
"chr19_35748140_35748796",38,24,10,4,25,52,23,37,2,11,4,53
"chr19_35757721_35758387",38,29,15,1,24,36,20,37,0,8,2,66
"chr19_35775048_35775709",20,14,4,2,13,25,12,22,0,5,1,31
"chr19_35903477_35904154",14,9,8,0,11,19,10,12,0,3,1,16
"chr19_35909211_35909745",16,15,10,2,18,25,8,26,0,3,2,34
"chr19_35931336_35932031",62,41,16,0,32,50,37,62,0,13,5,92
"chr19_35994837_35995474",13,6,6,0,15,17,9,18,0,3,1,33
"chr19_36014082_36014662",29,24,9,2,25,30,20,32,1,3,2,48
"chr19_36053819_36055003",83,53,30,2,38,66,45,82,1,15,7,126
"chr19_36114646_36115681",72,44,26,2,41,61,30,72,2,16,4,93
"chr19_36127498_36128335",24,13,10,2,22,36,9,30,1,6,2,35
"chr19_36139560_36140288",18,13,6,0,9,21,9,23,0,4,3,36
"chr19_36214383_36215318",60,26,21,1,25,54,26,38,2,13,1,51
"chr19_36378882_36379472",15,10,9,1,5,21,6,12,0,2,1,20
"chr19_36489361_36489902",13,10,4,0,8,20,5,13,0,1,1,21
"chr19_36528202_36528914",24,15,11,0,16,30,9,21,0,4,1,34
"chr19_36572921_36573539",17,10,5,3,12,19,6,17,2,4,1,16
"chr19_36666539_36667147",12,14,9,0,10,23,5,14,0,3,0,18
"chr19_36687137_36687895",35,18,18,0,14,37,17,26,1,5,3,43
"chr19_36797120_36797769",18,14,9,0,13,28,13,23,0,5,0,24
"chr19_36849833_36851062",17,22,7,0,18,38,12,22,0,5,1,32
"chr19_36915926_36916640",19,9,7,1,12,29,6,16,0,2,1,27
"chr19_37077893_37078657",22,16,11,0,18,27,13,20,0,5,1,30
"chr19_37172525_37173133",13,7,5,0,7,18,11,13,0,2,1,21
"chr19_37217619_37218382",19,7,6,1,16,25,10,17,0,6,2,24
"chr19_37251491_37252056",26,16,12,0,16,31,11,18,1,2,4,26
"chr19_37317504_37318226",23,21,12,0,19,40,10,27,0,5,1,47
"chr19_37370741_37371354",21,11,9,1,12,24,11,25,0,4,0,34
"chr19_37466780_37467610",21,12,9,1,17,26,11,18,0,3,1,26
"chr19_37594510_37595042",14,10,9,0,12,20,4,15,0,3,0,21
"chr19_37654969_37656176",36,30,12,0,20,39,11,36,1,7,3,41
"chr19_37719316_37720090",17,9,8,0,9,17,7,20,0,3,1,20
"chr19_37906863_37907419",12,10,5,0,10,21,4,13,0,2,0,21
"chr19_38315640_38316442",29,16,9,1,19,26,18,27,1,6,0,36
"chr19_38335471_38336066",12,12,9,0,12,22,11,17,0,2,0,21
"chr19_38336170_38337298",31,25,16,3,26,38,22,43,2,9,2,53
"chr19_38374309_38374978",39,28,15,0,20,44,27,44,0,11,3,72
"chr19_38402765_38403403",22,14,9,2,17,20,12,24,0,3,1,35
"chr19_38618483_38619405",55,33,19,1,21,35,24,36,0,7,7,66
"chr19_38647198_38647827",29,24,13,1,18,21,17,34,0,4,1,39
"chr19_38831537_38832159",14,11,6,4,15,21,9,17,0,2,2,31
"chr19_38849176_38849675",31,16,9,0,10,19,17,26,1,4,0,25
"chr19_38849871_38850808",130,95,59,3,61,101,82,150,0,24,7,183
"chr19_38899352_38900123",39,31,17,1,36,55,29,59,0,10,4,76
"chr19_38930267_38931132",61,46,25,0,31,58,41,73,0,14,3,112
"chr19_39125374_39126042",25,10,9,4,11,17,9,22,0,4,1,36
"chr19_39341724_39342579",42,28,16,2,33,44,35,57,2,9,2,76
"chr19_39390904_39391587",34,23,14,1,34,59,26,47,1,9,0,53
"chr19_39412042_39413035",38,30,12,4,18,35,24,46,1,9,3,65
"chr19_39435690_39436293",10,13,11,0,12,25,13,23,0,2,4,29
"chr19_39445300_39445867",9,6,5,0,9,19,7,10,0,3,1,23
"chr19_39480362_39481136",18,9,5,1,14,17,10,20,0,4,1,32
"chr19_39532376_39533220",28,22,9,0,23,25,16,28,0,6,2,45
"chr19_39539696_39540531",28,20,13,1,9,27,14,26,0,7,1,43
"chr19_39846256_39846773",21,11,7,0,14,19,4,21,0,4,4,22
"chr19_39970684_39971318",54,33,16,1,27,44,26,48,1,7,2,74
"chr19_40285183_40285819",36,31,21,3,28,35,28,33,0,9,4,56
"chr19_40348210_40348862",40,29,20,1,20,36,29,45,1,7,4,59
"chr19_40425613_40426296",42,24,11,1,25,39,22,49,1,9,3,61
"chr19_40442976_40443559",34,30,13,0,20,35,28,53,0,7,2,60
"chr19_40444014_40444976",42,27,19,0,28,34,22,41,0,4,2,70
"chr19_40465423_40466256",39,32,22,0,26,47,22,44,2,8,3,74
"chr19_40570378_40571018",24,17,12,0,17,27,17,27,0,4,1,37
"chr19_40603737_40604239",7,6,5,0,9,15,7,13,0,1,0,26
"chr19_40690556_40691177",18,14,7,0,16,14,7,15,0,1,0,27
"chr19_40716640_40717149",12,11,3,1,8,19,4,11,1,3,1,20
"chr19_40750376_40751264",80,55,29,3,41,56,55,97,1,14,4,112
"chr19_40777876_40778994",40,27,22,5,29,53,30,58,2,7,3,71
"chr19_40798540_40799293",51,39,26,2,19,35,21,46,0,7,2,71
"chr19_40843657_40844162",7,7,6,0,11,10,2,9,0,1,2,13
"chr19_41263668_41264515",84,59,32,0,48,94,54,126,0,18,9,149
"chr19_41309926_41310513",14,12,6,1,12,19,10,17,1,5,0,26
"chr19_41327243_41328236",26,18,9,1,25,27,8,28,0,9,1,46
"chr19_41353246_41354385",16,12,7,1,15,20,11,19,0,4,1,26
"chr19_41363569_41364489",50,35,14,1,22,51,29,60,0,8,2,79
"chr19_41397075_41397880",30,23,17,3,15,28,14,40,0,8,1,59
"chr19_41439594_41440248",19,11,7,1,19,25,11,22,0,4,3,24
"chr19_41859492_41860399",59,49,22,4,29,52,41,60,5,13,3,82
"chr19_41883961_41884677",6,7,5,2,14,28,6,18,0,5,1,24
"chr19_42075670_42076355",52,41,16,1,36,62,39,54,1,12,4,85
"chr19_42217492_42218103",33,21,16,1,15,27,21,28,2,9,2,36
"chr19_42219870_42220537",17,19,9,4,13,22,15,28,0,7,1,38
"chr19_42242447_42243442",44,34,19,1,40,52,34,52,0,13,3,63
"chr19_42254790_42255301",6,5,4,0,10,10,8,15,0,1,1,19
"chr19_42268080_42269318",158,116,58,0,86,136,86,177,0,28,10,233
"chr19_42283343_42284367",30,25,13,3,19,31,21,40,2,5,1,44
"chr19_42325085_42325811",34,26,15,1,28,39,22,36,1,7,3,61
"chr19_42396764_42397291",13,10,5,2,11,19,8,18,2,2,2,34
"chr19_43463270_43464026",18,13,6,0,11,20,8,16,0,4,0,29
"chr19_43525229_43525964",8,8,4,1,6,11,2,8,1,3,1,14
"chr19_43533036_43534316",26,21,8,0,13,24,10,23,1,6,0,31
"chr19_43562595_43563133",14,10,5,0,8,22,8,21,0,4,1,22
"chr19_43575307_43575923",24,18,9,1,18,22,8,25,0,3,2,29
"chr19_43595937_43596604",73,46,26,1,29,44,33,62,0,12,4,72
"chr19_43619227_43620029",17,10,12,0,12,28,8,16,0,3,2,35
"chr19_43668216_43669119",60,36,16,1,34,59,33,74,0,13,4,82
"chr19_43754377_43755484",50,37,26,0,19,37,37,49,0,8,2,70
"chr19_43950880_43951688",16,13,6,1,7,19,7,15,0,3,2,17
"chr19_44002547_44003110",13,9,3,3,10,28,5,11,0,4,0,27
"chr19_44113005_44113570",22,16,7,1,20,28,16,27,1,6,1,36
"chr19_44164759_44165310",19,12,6,1,14,27,11,18,0,2,1,27
"chr19_44304832_44305362",10,6,3,1,9,12,4,7,0,1,0,9
"chr19_44401189_44401906",12,11,7,0,10,19,5,12,0,1,0,23
"chr19_44500039_44500797",36,24,14,1,20,36,20,33,0,8,3,52
"chr19_44721997_44722731",18,9,6,1,16,22,6,8,0,2,1,23
"chr19_44741704_44742331",12,9,6,0,13,23,7,13,0,2,2,25
"chr19_44753156_44753780",17,16,10,0,14,20,13,23,0,4,2,27
"chr19_44845494_44846136",15,8,5,1,12,24,5,17,0,1,1,24
"chr19_44890489_44891398",138,100,43,3,57,118,90,158,0,27,8,194
"chr19_44954680_44955673",20,15,9,0,21,35,14,24,0,5,4,43
"chr19_45001083_45002315",48,34,15,1,24,38,20,45,2,7,2,61
"chr19_45038784_45039364",11,10,8,1,14,25,9,12,0,2,0,21
"chr19_45091443_45092005",18,15,4,0,11,24,6,25,0,5,1,20
"chr19_45092651_45093203",16,17,7,0,15,23,10,12,0,2,1,21
"chr19_45177990_45178903",95,64,40,2,54,88,67,102,3,18,9,150
"chr19_45370368_45371000",25,19,11,2,15,23,10,27,0,4,1,50
"chr19_45405621_45406777",24,17,11,4,17,32,11,23,3,6,2,35
